OBJECTID,AxeBrue_IDB_merged_140219_Snapped_OBJECTID,AxeBrue_IDB_merged_140219_Snapped_Water_leve,AxeBrue_IDB_merged_140219_Snapped_Grid_ref_,AxeBrue_IDB_merged_140219_Snapped_Owned_by,AxeBrue_IDB_merged_140219_Snapped_Operated_b,AxeBrue_IDB_merged_140219_Snapped_Watercours,AxeBrue_IDB_merged_140219_Snapped_Descriptio,AxeBrue_IDB_merged_140219_Snapped_X,AxeBrue_IDB_merged_140219_Snapped_Y,AxeBrue_IDB_merged_140219_Snapped_Lat,AxeBrue_IDB_merged_140219_Snapped_Long_,AxeBrue_IDB_merged_140219_Snapped_Source,AxeBrue_IDB_merged_140219_Snapped_Enabled,AxeBrue_IDB_merged_140219_Snapped_NEAR_FID,AxeBrue_IDB_merged_140219_Snapped_NEAR_DIST,AxeBrue_IDB_merged_140219_Snapped_NEAR_X,AxeBrue_IDB_merged_140219_Snapped_NEAR_Y,AxeBrue_IDB_merged_140219_Snapped_Dimensions,AxeBrue_IDB_merged_140219_Snapped_FID_1,AxeBrue_IDB_merged_140219_Snapped_Structure,AxeBrue_IDB_merged_140219_Snapped_structure_,AxeBrue_IDB_merged_140219_Snapped_Count_,AxeBrue_IDB_merged_140219_Snapped_AncillaryR,AxeBrue_IDB_merged_140219_Snapped_AncillaryRole,AxeBrue_IDB_merged_140219_Snapped_SnapDist,AxeBrue_IDB_merged_140219_Snapped_ForcedMove,AxeBrue_IDB_merged_140219_Snapped_SnapQual,AxeBrue_IDB_merged_140219_Snapped_SrchName,AxeBrue_IDB_merged_140219_Snapped_Reach,AxeBrueIDB_Sum_Output_OBJECTID,AxeBrueIDB_Sum_Output_FREQUENCY,AxeBrueIDB_Sum_Output_SiteID,DistFromLn,DistAlngLn,USLength,SUM_USLength,AvailDSNet
173,173,,,,,,,333428,146164,,,AxeBrueIDB_structures+N,1,319,0.026132391,333427.974,146164.0023,,69,H17,Culvert,1,,,0.057999998,N,"Nearest Polyline, no name check",n/a,11221,169,1,173,5.01574E-05,0.970884025,482.9896851,0,482.9896851
59,59,"Panborough Boards
(Blakeway Boards)", ,EA,EA,Panborough Drain,Stoplogs,344140,145280,51.203986,-2.8009459,North Drain,1,304,0.254458636,344139.7501,145280.0482,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,59,1,59,4.72568E-05,0.989860952,482.2754211,0,482.2754211
366,366,,,,,,,342238,144465,,,AxeBrueIDB_structures+N,1,404,3.676995269,342241.3565,144463.4986,,262,W27,Culvert,0,,,5.388000011,Y,"Nearest Polyline, no name check",n/a,11221,355,1,366,9.71494E-07,0.98999995,479.2247925,0,479.2247925
204,204,,,,,,,336437,145170,,,AxeBrueIDB_structures+N,1,136,0.39947451,336437.389,145169.9092,,100,M10,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,198,1,204,1.78298E-05,0.991999388,2263.675049,1790.019775,473.6552734
419,419,,,,,,,348477,141144,,,AxeBrueIDB_structures+N,1,410,0.443320628,348477.1511,141144.4168,,315,UB98,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,408,4,419,2.2862E-05,0.44527778,457.0868225,0,457.0868225
137,137,,,,,,,332992,156656,,,AxeBrueIDB_structures+N,1,57,1.649553688,332990.6725,156656.9792,,33,BL07,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,135,1,137,1.86473E-05,0.589264631,455.7969666,0,455.7969666
120,120,,,,,,,338830,152340,,,AxeBrueIDB_structures+N,1,12,0.223256564,338830.1568,152340.159,,16,BA03,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,118,1,120,5.31721E-05,0.19627811,451.8699646,0,451.8699646
235,235,,,,,,,345851,152115,,,AxeBrueIDB_structures+N,1,229,0.948550279,345850.2981,152115.6381,,131,UA15,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,227,1,235,4.61685E-05,0.714862227,448.7309265,0,448.7309265
397,397,,,,,,,340504,145192,,,AxeBrueIDB_structures+N,1,406,0.93576657,340504.3741,145192.8577,,293,XW14,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,386,1,397,3.15145E-05,0.574617207,458.3928223,15.20485687,443.1879654
350,350,,,,,,,340026,146084,,,AxeBrueIDB_structures+N,1,172,9.73603547,340035.669,146082.8595,,246,W11,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,339,1,350,4.38681E-06,0.006210508,442.4720764,0,442.4720764
40,40,Manor Farm Weir, ,Riparian Owner,Riparian Owner,River Brue,Fixed weir,345490,141840,0,51.173187,South Drain,1,1136,71.31906066,345830.1158,142025.4692,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,40,7,40,2.70005E-05,0.591388941,434.4150696,0,434.4150696
41,41,Turnbridge Penning Bay, ,Riparian Owner,Riparian Owner,River Brue,Redundant,346550,141260,0,51.168073,South Drain,1,1136,71.31906066,345830.1158,142025.4692,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,41,7,41,2.70005E-05,0.591388941,434.4150696,0,434.4150696
42,42,River Farm Weir, ,Riparian Owner,Riparian Owner,River Brue,Fixed weir,345880,141760,0,51.172505,South Drain,1,1136,71.31906066,345830.1158,142025.4692,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,42,7,42,2.70005E-05,0.591388941,434.4150696,0,434.4150696
184,184,,,,,,,336103,144896,,,AxeBrueIDB_structures+N,1,333,0.436969335,336103.4305,144895.9249,,80,H31,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,179,1,184,3.21051E-05,0.918646395,430.2091675,0,430.2091675
224,224,,,,,,,346409,147964,,,AxeBrueIDB_structures+N,1,204,7.439786476,346404.2934,147958.2382,,120,UA04,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,216,1,224,0,0.966497898,426.1622009,0,426.1622009
365,365,,,,,,,342247,144467,,,AxeBrueIDB_structures+N,1,404,5.080580298,342245.4226,144462.1705,,261,W26,Culvert,0,,,0.007,N,"Nearest Polyline, no name check",n/a,11221,354,2,365,2.13881E-05,0.003532773,1079.668091,654.5042725,425.1638184
145,145,,,,,,,339535,141790,,,AxeBrueIDB_structures+N,1,122,0.519945089,339534.4832,141789.9425,,41,C10,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,143,1,145,4.38437E-05,0.939945161,418.7278442,0,418.7278442
283,283,,,,,,,351312,137248,,,AxeBrueIDB_structures+N,1,344,1.064316794,351311.4036,137247.1185,,179,UB35,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,274,1,283,1.6454E-05,0.169663474,415.3346558,0,415.3346558
378,378,,,,,,,339683,140365,,,AxeBrueIDB_structures+N,1,368,2.398640839,339684.0829,140367.1403,,274,XC11,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,367,1,378,1.6386E-05,0.297875226,406.2922974,0,406.2922974
189,189,,,,,,,336418,143964,,,AxeBrueIDB_structures+N,1,60,188.8143219,336603.8316,143930.5715,,85,H37,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,183,1,189,0,0.629759133,1112.25354,706.1735229,406.0800171
187,187,,,,,,,332412,146547,,,AxeBrueIDB_structures+N,1,371,0.075720707,332412.0647,146546.9606,,83,H34,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,181,3,187,3.1848E-05,0.911539495,2194.12793,1790.407227,403.7207031
186,186,,,,,,,332196,146299,,,AxeBrueIDB_structures+N,1,371,0.357878417,332195.7417,146299.2477,,82,H33,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,180,4,186,3.89272E-06,0.380252719,1790.407227,1387.41272,402.9945068
356,356,,,,,,,341023,145888,,,AxeBrueIDB_structures+N,1,677,13.48966803,341024.0201,145901.451,,252,W17,Bund,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,345,8,356,4.22082E-05,0.72375977,1920.016968,1523.796143,396.2208252
406,406,,,,,,,341384,145033,,,AxeBrueIDB_structures+N,1,342,48.25259955,341431.0852,145022.4501,,302,XW23,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,395,1,406,3.19782E-05,0.488587171,764.2805786,368.1992493,396.0813293
429,429,,,,,,,339758,153384,,,AxeBrueIDB_structures+N,1,341,1.322620945,339758.2432,153382.6999,,325,BA05,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,418,1,429,3.02777E-05,0.429887176,392.8996582,0,392.8996582
401,401,,,,,,,340925,145021,,,AxeBrueIDB_structures+N,1,405,1.019720066,340925.3225,145021.9674,,297,XW18,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,390,1,401,1.96109E-05,0.804623604,516.184021,137.9564056,378.2276154
175,175,,,,,,,330646,145752,,,AxeBrueIDB_structures+N,1,402,5.059203753,330646.4814,145746.9637,,71,H21,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,171,1,175,4.80513E-05,0.200247288,646.6485596,278.8823242,367.7662354
396,396,,,,,,,340236,145325,,,AxeBrueIDB_structures+N,1,406,5.457414007,340238.1957,145329.9962,,292,XW13,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,385,3,396,2.33373E-05,0.631743371,628.8416138,264.2232666,364.6183472
71,71,Tealham RWLA SL2, ,EA,EA,Non Main River,Penning boards,340910,145570,51.206268,-2.8472218,North Drain,1,1127,11.80280754,340909.1948,145558.2247,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,71,8,71,9.69323E-06,0.981281996,8650.425781,8289.193359,361.2324219
324,324,,,,,,,354169,142704,,,AxeBrueIDB_structures+N,1,336,5.407386925,354164.0868,142706.2585,,220,UB77,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,314,1,324,4.83715E-05,0.606587589,358.0657959,0,358.0657959
66,66,Tealham RWLA S2, ,EA,EA,Non Main River,Penning boards,341140,145260,51.203504,-2.843879,North Drain,1,203,2.503045649,341139.3165,145257.5921,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,66,5,66,1.65522E-05,0.512346685,353.3367615,0,353.3367615
54,54,North Drain Outfall, ,EA,EA,North Drain,Tidal Flap plus 3 tilting weirs,339920,144820,51.199421,-2.8612656,North Drain,1,1126,30.4184069,339906.5851,144847.3005,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,54,4,54,4.3334E-05,0.96841228,13051.46875,12704.71875,346.75
331,331,,,,,,,353099,134278,,,AxeBrueIDB_structures+N,1,3,2.877048362,353097.5854,134275.4948,,227,UB84,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,320,1,331,4.98888E-05,0.288372159,363.0654907,17.42160416,345.6438866
100,100,Waste Rhyne Outfall, ,UB IDB,UB IDB,Waste Rhyne Division Rhyne,Penning boards,347980,142010,51.174948,-2.7455117,North Drain,1,410,12.06337455,347990.8535,142015.2656,Penning boards installed by IDB after RWLA scheme implemented on end of 600mm corrugated steel access culvert (gateway).,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,98,1,100,0,0.946338713,342.893158,0,342.893158
298,298,,,,,,,354452,140186,,,AxeBrueIDB_structures+N,1,985,1.341338687,354452.2299,140187.3215,,194,UB50,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,289,10,298,9.98225E-06,0.196278006,342.0086365,0,342.0086365
417,417,,,,,,,349340,141265,,,AxeBrueIDB_structures+N,1,75,298.4134593,349067.9621,141142.3379,,313,UB96,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,406,2,417,2.86737E-05,0.322399616,476.9507446,136.6410828,340.3096619
424,424,,,,,,,346171,143706,,,AxeBrueIDB_structures+N,1,416,0.186527921,346171.0167,143705.8142,,320,UB103,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,413,1,424,2.10801E-05,0.334494591,790.5838623,450.9000549,339.6838074
360,360,,,,,,,341361,145644,,,AxeBrueIDB_structures+N,1,400,5.659181462,341361.976,145649.5744,,256,W21,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,349,1,360,1.55974E-05,0.750858366,613.6107178,275.2746887,338.3360291
227,227,,,,,,,350332,147046,,,AxeBrueIDB_structures+N,1,775,0.099976736,350332.0712,147045.9298,,123,UA07,Valve (Inlet),0,,,5.585999966,N,"Nearest Polyline, no name check",n/a,11221,219,1,227,1.42853E-05,0.292777419,333.7052612,0,333.7052612
233,233,,,,,,,345511,150206,,,AxeBrueIDB_structures+N,1,306,0.759525779,345511.3781,150206.6587,,129,UA13,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,225,1,233,2.24564E-05,0.154723376,333.6089478,0,333.6089478
297,297,,,,,,,355001,141252,,,AxeBrueIDB_structures+N,1,164,252.9455085,354753.8478,141198.1741,,193,UB49,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,288,1,297,1.42025E-05,0.50715971,333.5787048,0,333.5787048
110,110,,,,,,,332526,147135,,,AxeBrueIDB_structures+N,1,72,0.333313684,332526.2909,147134.8372,,6,B04,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,108,1,110,4.29568E-05,0.005117904,357.1855469,23.64613342,333.5394135
174,174,,,,,,,335033,141781,,,AxeBrueIDB_structures+N,1,243,1.163695169,335033.3412,141782.1126,,70,H18,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,170,1,174,4.71546E-05,0.368198395,327.4556274,0,327.4556274
133,133,,,,,,,332850,155945,,,AxeBrueIDB_structures+N,1,50,1.068250227,332850.8059,155945.7012,,29,BL02,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,131,1,133,1.0767E-06,0.794695139,325.3780518,0,325.3780518
370,370,,,,,,,339911,141295,,,AxeBrueIDB_structures+N,1,187,5.1433921,339906.0555,141296.4165,,266,XC03,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,359,3,370,6.82499E-06,0.257789135,325.5052185,4.104620934,321.4005976
205,205,,,,,,,338672,145759,,,AxeBrueIDB_structures+N,1,257,0.108357995,338671.9101,145758.9395,,101,M11,Siphon,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,199,1,205,3.71428E-06,0.670712769,320.181366,0,320.181366
171,171,,,,,,,336088,142099,,,AxeBrueIDB_structures+N,1,382,0.33701842,336088.08,142099.3274,,67,H14,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,167,3,171,1.38604E-05,0.908267319,319.5428162,0,319.5428162
376,376,,,,,,,339477,140544,,,AxeBrueIDB_structures+N,1,368,24.57431796,339501.1358,140539.3782,,272,XC09,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,365,1,376,1.57425E-05,0.527276456,719.1882324,406.2922974,312.8959351
142,142,,,,,,,339278,140659,,,AxeBrueIDB_structures+N,1,368,0.394984648,339277.8545,140659.3672,,38,C07,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,140,3,142,8.58555E-06,0.925087929,1261.790283,950.2537842,311.536499
400,400,,,,,,,340788,145069,,,AxeBrueIDB_structures+N,1,406,0.149357974,340787.9454,145068.861,,296,XW17,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,389,1,400,1.88939E-05,0.962589562,767.892334,458.3928223,309.4995117
258,258,,,,,,,346642,143707,,,AxeBrueIDB_structures+N,1,416,3.856312151,346641.0064,143703.2739,,154,UB09,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,250,4,258,1.0534E-05,0.12863183,315.8565369,13.7584219,302.098115
337,337,,,,,,,349071,143962,,,AxeBrueIDB_structures+N,1,338,1.223041918,349069.8233,143961.6667,,233,UB90,Penstock,0,,,0.80400002,N,"Nearest Polyline, no name check",n/a,11221,326,1,337,3.03405E-05,0.988863707,297.3337708,0,297.3337708
29,29,Clyse Hole Weir/Gauging Station, ,EA,EA,River Brue,Fixed weir,349410,137750,0,51.136774,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,29,1,29,3.73034E-05,0.229295298,296.280426,0,296.280426
30,30,Bankers Hatch, ,EA,EA,River Brue,Penstock,349380,137760,0,51.136861,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,30,1,30,3.73034E-05,0.229295298,296.280426,0,296.280426
31,31,Throttle Culvert, ,EA,EA,River Brue,Culvert,349340,137770,0,51.136948,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,31,1,31,3.73034E-05,0.229295298,296.280426,0,296.280426
34,34,Actis Tunnel, ,EA,EA,EA South Drain,Culvert,349230,137730,0,51.136578,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,34,1,34,3.73034E-05,0.229295298,296.280426,0,296.280426
39,39,A39 Culvert, ,Highways,Highways,South Drain,Fixed weir,348620,137490,0,51.134366,South Drain,1,315,110.6515653,350556.0007,136164.7715,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,39,1,39,3.73034E-05,0.229295298,296.280426,0,296.280426
336,336,,,,,,,345516,142488,,,AxeBrueIDB_structures+N,1,981,0.147889999,345515.9691,142488.1446,,232,UB89,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a,11221,325,8,336,2.53014E-05,0.42826578,280.4217529,0,280.4217529
166,166,,,,,,,330301,145698,,,AxeBrueIDB_structures+N,1,402,0.287678973,330300.7474,145698.1378,,62,H08,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,164,2,166,2.45183E-05,0.471234351,278.8823242,0,278.8823242
208,208,,,,,,,337255,145581,,,AxeBrueIDB_structures+N,1,379,0.029169527,337254.9742,145580.9865,,104,M14,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,202,1,208,5.09776E-05,0.242425561,449.5523376,174.7719116,274.780426
266,266,,,,,,,341654,143310,,,AxeBrueIDB_structures+N,1,86,0.210633479,341654.1781,143310.1124,,162,UB17,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,258,1,266,3.10808E-05,0.11696247,263.6914978,0,263.6914978
393,393,,,,,,,340862,145344,,,AxeBrueIDB_structures+N,1,203,0.477438371,340862.1246,145344.4609,,289,XW10,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,382,4,393,6.88093E-06,0.097380497,261.4162903,0,261.4162903
102,102,Whites Drove Inlet, ,UB IDB,UB IDB,Whites Drove Rhyne,Feed hatch,346930,143620,51.189327,-2.7607686,North Drain,1,174,1.629262377,346929.5244,143618.4417, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,100,1,102,5.04697E-07,0.154219329,261.0421753,0,261.0421753
18,18,Catcott Burtle Sluice (Catcott Burtle Tilting Weir), ,EA,EA,South Drain Back Ditch,Tilting weir gate with stop log grooves,340000,142420,0,51.177851,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,18,9,18,2.26213E-05,0.154488444,259.0840454,0,259.0840454
19,19,Catcott Heath Sluice, ,EA,EA,South Drain Back Ditch,Vertical lift gate,340030,142320,0,51.176955,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,19,9,19,2.26213E-05,0.154488444,259.0840454,0,259.0840454
47,47,C01, ,LB IDB,LB IDB,Nidon Rhyne,Stop-logs,339180,140620,0,51.161581,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,47,9,47,2.26213E-05,0.154488444,259.0840454,0,259.0840454
49,49,C04, ,LB IDB,LB IDB,Nidon Rhyne,Vertical railway sleepers,340740,139990,0,51.156081,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,49,9,49,2.26213E-05,0.154488444,259.0840454,0,259.0840454
50,50,C05, ,LB IDB,LB IDB,Black Ditch,Stop-logs,340750,139990,0,51.156082,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,50,9,50,2.26213E-05,0.154488444,259.0840454,0,259.0840454
51,51,Whitehouse Drove, ,UB IDB,UB IDB,Heath Rhyne (Lower),Penning Boards,341650,143310,0,51.186024,South Drain,1,286,332.6524453,341137.9382,141601.4877,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,51,9,51,2.26213E-05,0.154488444,259.0840454,0,259.0840454
112,112,,,,,,,332845,147115,,,AxeBrueIDB_structures+N,1,340,4.050606857,332849.0475,147114.8406,,8,B06,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,110,1,112,3.06979E-05,0.995796323,244.8469696,0,244.8469696
328,328,,,,,,,354482,133375,,,AxeBrueIDB_structures+N,1,298,0.536477951,354481.4641,133375.0248,,224,UB81,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,317,6,328,4.42112E-06,0.950085998,235.3533936,0,235.3533936
375,375,,,,,,,339574,140763,,,AxeBrueIDB_structures+N,1,368,13.16568833,339560.8607,140762.1668,,271,XC08,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,364,2,375,2.94469E-06,0.696683347,950.2537842,719.1882324,231.0655518
153,153,,,,,,,339939,141439,,,AxeBrueIDB_structures+N,1,97,2.068305943,339940.9864,141438.4239,,49,C18,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,151,1,153,5.15684E-05,0.014337315,225.1268158,0,225.1268158
63,63,Ham Boards, ,EA,EA / Farmer,Decoy Rhyne,weir.,346960,142820,51.182137,-2.760221,North Drain,1,1129,2.988026455,346961.8703,142822.3303,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,63,7,63,3.02525E-06,0.001439617,18876.05273,18652.35938,223.6933594
286,286,,,,,,,354489,139980,,,AxeBrueIDB_structures+N,1,381,1.277718854,354489.3952,139981.215,,182,UB38,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,277,1,286,3.34849E-05,0.195432141,223.1272125,0,223.1272125
369,369,,,,,,,339767,141515,,,AxeBrueIDB_structures+N,1,41,0.414620466,339767.3978,141514.883,,265,XC02,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,358,1,369,2.85892E-05,0.194991603,222.8770752,0,222.8770752
415,415,,,,,,,346735,141497,,,AxeBrueIDB_structures+N,1,303,0.581002061,346734.8122,141497.5498,,311,UB94,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,404,1,415,1.24937E-05,0.954990029,221.8336945,0,221.8336945
8,8,Withy Drove Pumping Station, ,EA,EA,Huntspill River,Pumping Station,332680,144160,0,51.192679,South Drain,1,21,107.2355916,332257.6822,143344.9764,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,8,1,8,0,0.100057073,220.4191895,0,220.4191895
160,160,,,,,,,332214,145956,,,AxeBrueIDB_structures+N,1,195,0.064155508,332213.9566,145955.9528,,56,H01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,158,1,160,3.53068E-05,0.00589859,220.3184967,0,220.3184967
1,1, , ,EA,EA,River Brue,"Pair of lifting sluices
with tilting crests",333230,146210,0,51.211174,South Drain,1,59,31.96018791,334332.4673,147840.252,,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,1,1,1,1.06353E-05,0.075412609,219.7921448,0,219.7921448
103,103,Waterleaze Inlet Boards, ,UB IDB,UB IDB,Waterleaze Rhyne,Tilting weir,348480,140330,51.159888,-2.7381188,North Drain,1,411,2.175076464,348481.1117,140331.8695, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,101,2,103,1.16054E-05,0.111763082,216.4477692,3.69225E-05,216.4477322
300,300,,,,,,,351841,135827,,,AxeBrueIDB_structures+N,1,363,0.231265255,351840.8558,135826.8192,,196,UB52,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,291,3,300,2.89189E-06,0.029951083,207.9332733,0,207.9332733
56,56,Hurn Weir, ,EA,EA,River Sheppey,Penning boards,349360,143770,51.190897,-2.7260216,North Drain,1,990,3.056799558,349362.705,143771.4237,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,56,11,56,1.25706E-05,0.143836796,15225.13672,15021.28125,203.8554688
304,304,,,,,,,352327,136175,,,AxeBrueIDB_structures+N,1,40,0.615336919,352326.4519,136175.2797,,200,UB56,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,295,1,304,5.01941E-06,0.318052202,200.7352142,0,200.7352142
394,394,,,,,,,341056,145296,,,AxeBrueIDB_structures+N,1,203,3.839612478,341054.9853,145292.2969,,290,XW11,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,383,3,394,7.58783E-06,0.386152536,461.2070618,261.4162903,199.7907715
402,402,,,,,,,341017,145004,,,AxeBrueIDB_structures+N,1,405,5.649157668,341018.9085,145009.317,,298,XW19,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,391,3,402,1.07218E-05,0.355316639,220.0396881,23.50233269,196.5373554
83,83,Butter Ditch Inlet, ,UB IDB,UB IDB,Butter Ditch feed from Sheppy,Flap valve & penstock,347460,142740,51.181464,-2.7530565,North Drain,1,318,4.495932822,347464.4939,142740.1365,Flap valve manually raised on chain to admit water from River Sheppy. Penstock closed manually to retain water in Butter Ditch; Operated by local farmers.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,83,2,83,3.97598E-05,0.987239242,848.8555298,653.2171631,195.6383667
55,55,North Drain Inlet, ,EA,EA,North Drain,Fixed weir and penning boards,349290,143960,51.192599,-2.7270501,North Drain,1,990,1.121071666,349288.8889,143959.8508,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,55,12,55,1.50906E-05,0.093299158,15021.28125,14827.37793,193.9033203
222,222,,,,,,,345636,148173,,,AxeBrueIDB_structures+N,1,413,4.326004856,345632.85,148170.0349,,118,UA02,Valve (Inlet),0,,,0.078000002,N,"Nearest Polyline, no name check",n/a,11221,215,1,222,3.15165E-05,0.953585327,190.2719269,0,190.2719269
309,309,,,,,,,354771,132943,,,AxeBrueIDB_structures+N,1,298,12.2153479,354758.958,132940.9494,,205,UB61,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,300,5,309,0,1,1265.148804,1083.627075,181.5217285
236,236,,,,,,,343780,151937,,,AxeBrueIDB_structures+N,1,373,0.844045547,343779.1865,151937.2251,,132,UA16,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,228,1,236,2.33249E-05,0.41401273,178.013443,0,178.013443
349,349,,,,,,,340057,145392,,,AxeBrueIDB_structures+N,1,406,3.672607615,340055.5443,145388.6282,,245,W10,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,338,1,349,6.94975E-06,0.879234195,177.7615204,0,177.7615204
123,123,,,,,,,330818,156012,,,AxeBrueIDB_structures+N,1,190,1.558962744,330819.5422,156012.228,,19,BB02,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,121,1,123,0,0.50194037,176.8093109,0,176.8093109
